Geography,Geographic Area Name,population_25p_bachelors_or_higher
1400000US12001000201,Census Tract 2.01; Alachua County; Florida,807
1400000US12031014425,Census Tract 144.25; Duval County; Florida,1260
1400000US12031014426,Census Tract 144.26; Duval County; Florida,1812
1400000US12031014427,Census Tract 144.27; Duval County; Florida,461
1400000US12031014428,Census Tract 144.28; Duval County; Florida,3494
1400000US12031014500,Census Tract 145; Duval County; Florida,735
1400000US12031014601,Census Tract 146.01; Duval County; Florida,2218
1400000US12031014603,Census Tract 146.03; Duval County; Florida,1348
1400000US12031014604,Census Tract 146.04; Duval County; Florida,1141
1400000US12031014702,Census Tract 147.02; Duval County; Florida,650
1400000US12031014703,Census Tract 147.03; Duval County; Florida,507
1400000US12031014704,Census Tract 147.04; Duval County; Florida,921
1400000US12031014800,Census Tract 148; Duval County; Florida,540
1400000US12031014901,Census Tract 149.01; Duval County; Florida,1009
1400000US12031014902,Census Tract 149.02; Duval County; Florida,1160
1400000US12031015001,Census Tract 150.01; Duval County; Florida,898
1400000US12031015002,Census Tract 150.02; Duval County; Florida,797
1400000US12031015100,Census Tract 151; Duval County; Florida,276
1400000US12031015200,Census Tract 152; Duval County; Florida,724
1400000US12031015300,Census Tract 153; Duval County; Florida,665
1400000US12031015400,Census Tract 154; Duval County; Florida,298
1400000US12031015501,Census Tract 155.01; Duval County; Florida,451
1400000US12031015502,Census Tract 155.02; Duval County; Florida,258
1400000US12031015600,Census Tract 156; Duval County; Florida,966
1400000US12031015701,Census Tract 157.01; Duval County; Florida,196
1400000US12031015702,Census Tract 157.02; Duval County; Florida,996
1400000US12031015803,Census Tract 158.03; Duval County; Florida,701
1400000US12031015804,Census Tract 158.04; Duval County; Florida,855
1400000US12031015805,Census Tract 158.05; Duval County; Florida,1183
1400000US12031015806,Census Tract 158.06; Duval County; Florida,786
1400000US12031015922,Census Tract 159.22; Duval County; Florida,888
1400000US12031015924,Census Tract 159.24; Duval County; Florida,972
1400000US12031015925,Census Tract 159.25; Duval County; Florida,1672
1400000US12031015926,Census Tract 159.26; Duval County; Florida,3959
1400000US12031015927,Census Tract 159.27; Duval County; Florida,356
1400000US12031015928,Census Tract 159.28; Duval County; Florida,692
1400000US12031015929,Census Tract 159.29; Duval County; Florida,2264
1400000US12031016001,Census Tract 160.01; Duval County; Florida,598
1400000US12031016002,Census Tract 160.02; Duval County; Florida,590
1400000US12031016101,Census Tract 161.01; Duval County; Florida,260
1400000US12031016102,Census Tract 161.02; Duval County; Florida,370
1400000US12031016200,Census Tract 162; Duval County; Florida,184
1400000US12031016300,Census Tract 163; Duval County; Florida,322
1400000US12031016400,Census Tract 164; Duval County; Florida,2380
1400000US12031016500,Census Tract 165; Duval County; Florida,2450
1400000US12031016603,Census Tract 166.03; Duval County; Florida,1092
1400000US12031016604,Census Tract 166.04; Duval County; Florida,1209
1400000US12031016605,Census Tract 166.05; Duval County; Florida,482
1400000US12031016606,Census Tract 166.06; Duval County; Florida,587
1400000US12031016711,Census Tract 167.11; Duval County; Florida,2035
1400000US12031016724,Census Tract 167.24; Duval County; Florida,1597
1400000US12031016725,Census Tract 167.25; Duval County; Florida,1101
1400000US12031016726,Census Tract 167.26; Duval County; Florida,852
1400000US12031016727,Census Tract 167.27; Duval County; Florida,856
1400000US12031016728,Census Tract 167.28; Duval County; Florida,1560
1400000US12031016729,Census Tract 167.29; Duval County; Florida,1245
1400000US12031016730,Census Tract 167.30; Duval County; Florida,1261
1400000US12031016731,Census Tract 167.31; Duval County; Florida,879
1400000US12031016801,Census Tract 168.01; Duval County; Florida,939
1400000US12031016803,Census Tract 168.03; Duval County; Florida,2496
1400000US12031016804,Census Tract 168.04; Duval County; Florida,3276
1400000US12031016807,Census Tract 168.07; Duval County; Florida,626
1400000US12031016808,Census Tract 168.08; Duval County; Florida,560
1400000US12031016809,Census Tract 168.09; Duval County; Florida,1802
1400000US12031016810,Census Tract 168.10; Duval County; Florida,1018
1400000US12031016811,Census Tract 168.11; Duval County; Florida,1251
1400000US12031016812,Census Tract 168.12; Duval County; Florida,1684
1400000US12031016813,Census Tract 168.13; Duval County; Florida,2160
1400000US12031017101,Census Tract 171.01; Duval County; Florida,1769
1400000US12031017102,Census Tract 171.02; Duval County; Florida,956
1400000US12031017200,Census Tract 172; Duval County; Florida,471
1400000US12031017300,Census Tract 173; Duval County; Florida,1389
1400000US12031017400,Census Tract 174; Duval County; Florida,475
1400000US12031990000,Census Tract 9900; Duval County; Florida,0
1400000US12033000100,Census Tract 1; Escambia County; Florida,564
1400000US12033000300,Census Tract 3; Escambia County; Florida,406
1400000US12033000400,Census Tract 4; Escambia County; Florida,364
1400000US12033000500,Census Tract 5; Escambia County; Florida,619
1400000US12033000600,Census Tract 6; Escambia County; Florida,313
1400000US12033000801,Census Tract 8.01; Escambia County; Florida,859
1400000US12033000802,Census Tract 8.02; Escambia County; Florida,1283
1400000US12033000900,Census Tract 9; Escambia County; Florida,1270
1400000US12033001001,Census Tract 10.01; Escambia County; Florida,2581
1400000US12033001002,Census Tract 10.02; Escambia County; Florida,1057
1400000US12033001101,Census Tract 11.01; Escambia County; Florida,2663
1400000US12033001103,Census Tract 11.03; Escambia County; Florida,1202
1400000US12033001104,Census Tract 11.04; Escambia County; Florida,1338
1400000US12033001201,Census Tract 12.01; Escambia County; Florida,990
1400000US12033001202,Census Tract 12.02; Escambia County; Florida,466
1400000US12033001300,Census Tract 13; Escambia County; Florida,829
1400000US12033001401,Census Tract 14.01; Escambia County; Florida,386
1400000US12033001402,Census Tract 14.02; Escambia County; Florida,1336
1400000US12033001500,Census Tract 15; Escambia County; Florida,55
1400000US12033001600,Census Tract 16; Escambia County; Florida,81
1400000US12033001700,Census Tract 17; Escambia County; Florida,106
1400000US12033001800,Census Tract 18; Escambia County; Florida,138
1400000US12033001900,Census Tract 19; Escambia County; Florida,47
1400000US12033002000,Census Tract 20; Escambia County; Florida,115
1400000US12033002100,Census Tract 21; Escambia County; Florida,535
1400000US12033002200,Census Tract 22; Escambia County; Florida,431
1400000US12033002300,Census Tract 23; Escambia County; Florida,1692
1400000US12033002400,Census Tract 24; Escambia County; Florida,651
1400000US12033002500,Census Tract 25; Escambia County; Florida,1533
1400000US12033002601,Census Tract 26.01; Escambia County; Florida,808
1400000US12033002602,Census Tract 26.02; Escambia County; Florida,982
1400000US12033002604,Census Tract 26.04; Escambia County; Florida,1253
1400000US12033002605,Census Tract 26.05; Escambia County; Florida,633
1400000US12033002606,Census Tract 26.06; Escambia County; Florida,765
1400000US12033002607,Census Tract 26.07; Escambia County; Florida,1373
1400000US12033002701,Census Tract 27.01; Escambia County; Florida,632
1400000US12033002703,Census Tract 27.03; Escambia County; Florida,240
1400000US12033002704,Census Tract 27.04; Escambia County; Florida,604
1400000US12033002801,Census Tract 28.01; Escambia County; Florida,251
1400000US12033002802,Census Tract 28.02; Escambia County; Florida,1275
1400000US12033002803,Census Tract 28.03; Escambia County; Florida,392
1400000US12033002804,Census Tract 28.04; Escambia County; Florida,441
1400000US12033002900,Census Tract 29; Escambia County; Florida,475
1400000US12033003001,Census Tract 30.01; Escambia County; Florida,607
1400000US12033003002,Census Tract 30.02; Escambia County; Florida,352
1400000US12033003100,Census Tract 31; Escambia County; Florida,329
1400000US12033003201,Census Tract 32.01; Escambia County; Florida,702
1400000US12033003203,Census Tract 32.03; Escambia County; Florida,816
1400000US12033003204,Census Tract 32.04; Escambia County; Florida,407
1400000US12033003301,Census Tract 33.01; Escambia County; Florida,951
1400000US12033003305,Census Tract 33.05; Escambia County; Florida,436
1400000US12033003307,Census Tract 33.07; Escambia County; Florida,158
1400000US12033003308,Census Tract 33.08; Escambia County; Florida,707
1400000US12033003310,Census Tract 33.10; Escambia County; Florida,537
1400000US12033003311,Census Tract 33.11; Escambia County; Florida,424
1400000US12033003312,Census Tract 33.12; Escambia County; Florida,440
1400000US12033003313,Census Tract 33.13; Escambia County; Florida,218
1400000US12033003400,Census Tract 34; Escambia County; Florida,792
1400000US12033003505,Census Tract 35.05; Escambia County; Florida,532
1400000US12033003506,Census Tract 35.06; Escambia County; Florida,1492
1400000US12033003507,Census Tract 35.07; Escambia County; Florida,1731
1400000US12033003509,Census Tract 35.09; Escambia County; Florida,624
1400000US12033003510,Census Tract 35.10; Escambia County; Florida,581
1400000US12033003511,Census Tract 35.11; Escambia County; Florida,763
1400000US12033003512,Census Tract 35.12; Escambia County; Florida,1082
1400000US12033003603,Census Tract 36.03; Escambia County; Florida,3057
1400000US12033003607,Census Tract 36.07; Escambia County; Florida,705
1400000US12033003608,Census Tract 36.08; Escambia County; Florida,1832
1400000US12033003609,Census Tract 36.09; Escambia County; Florida,694
1400000US12033003610,Census Tract 36.10; Escambia County; Florida,1221
1400000US12033003611,Census Tract 36.11; Escambia County; Florida,1358
1400000US12033003612,Census Tract 36.12; Escambia County; Florida,1626
1400000US12033003613,Census Tract 36.13; Escambia County; Florida,771
1400000US12033003614,Census Tract 36.14; Escambia County; Florida,914
1400000US12033003700,Census Tract 37; Escambia County; Florida,1058
1400000US12033003800,Census Tract 38; Escambia County; Florida,982
1400000US12033003900,Census Tract 39; Escambia County; Florida,677
1400000US12033004000,Census Tract 40; Escambia County; Florida,131
1400000US12033990000,Census Tract 9900; Escambia County; Florida,0
1400000US12035060103,Census Tract 601.03; Flagler County; Florida,643
1400000US12035060104,Census Tract 601.04; Flagler County; Florida,1188
1400000US12035060105,Census Tract 601.05; Flagler County; Florida,1524
1400000US12035060106,Census Tract 601.06; Flagler County; Florida,2166
1400000US12035060107,Census Tract 601.07; Flagler County; Florida,1017
1400000US12035060206,Census Tract 602.06; Flagler County; Florida,332
1400000US12035060207,Census Tract 602.07; Flagler County; Florida,1206
1400000US12035060208,Census Tract 602.08; Flagler County; Florida,1941
1400000US12035060210,Census Tract 602.10; Flagler County; Florida,868
1400000US12035060211,Census Tract 602.11; Flagler County; Florida,1932
1400000US12035060212,Census Tract 602.12; Flagler County; Florida,1056
1400000US12035060213,Census Tract 602.13; Flagler County; Florida,1158
1400000US12035060214,Census Tract 602.14; Flagler County; Florida,1345
1400000US12035060215,Census Tract 602.15; Flagler County; Florida,1166
1400000US12035060216,Census Tract 602.16; Flagler County; Florida,1064
1400000US12035060217,Census Tract 602.17; Flagler County; Florida,902
1400000US12035060218,Census Tract 602.18; Flagler County; Florida,1177
1400000US12035060219,Census Tract 602.19; Flagler County; Florida,1169
1400000US12035060220,Census Tract 602.20; Flagler County; Florida,485
1400000US12035060301,Census Tract 603.01; Flagler County; Florida,2693
1400000US12035060302,Census Tract 603.02; Flagler County; Florida,1213
1400000US12035060303,Census Tract 603.03; Flagler County; Florida,1742
1400000US12035060304,Census Tract 603.04; Flagler County; Florida,744
1400000US12035990000,Census Tract 9900; Flagler County; Florida,0
1400000US12037970101,Census Tract 9701.01; Franklin County; Florida,188
1400000US12037970102,Census Tract 9701.02; Franklin County; Florida,475
1400000US12037970200,Census Tract 9702; Franklin County; Florida,494
1400000US12037970302,Census Tract 9703.02; Franklin County; Florida,309
1400000US12037970304,Census Tract 9703.04; Franklin County; Florida,1040
1400000US12037990000,Census Tract 9900; Franklin County; Florida,0
1400000US12037990100,Census Tract 9901; Franklin County; Florida,0
1400000US12039020101,Census Tract 201.01; Gadsden County; Florida,1636
1400000US12039020103,Census Tract 201.03; Gadsden County; Florida,527
1400000US12039020104,Census Tract 201.04; Gadsden County; Florida,511
1400000US12039020300,Census Tract 203; Gadsden County; Florida,448
1400000US12039020400,Census Tract 204; Gadsden County; Florida,305
1400000US12039020500,Census Tract 205; Gadsden County; Florida,566
1400000US12039020600,Census Tract 206; Gadsden County; Florida,868
1400000US12039020701,Census Tract 207.01; Gadsden County; Florida,292
1400000US12039020702,Census Tract 207.02; Gadsden County; Florida,273
1400000US12039020800,Census Tract 208; Gadsden County; Florida,718
1400000US12041950100,Census Tract 9501; Gilchrist County; Florida,463
1400000US12041950201,Census Tract 9502.01; Gilchrist County; Florida,318
1400000US12041950202,Census Tract 9502.02; Gilchrist County; Florida,386
1400000US12041950203,Census Tract 9502.03; Gilchrist County; Florida,404
1400000US12041950204,Census Tract 9502.04; Gilchrist County; Florida,338
